ComputerName,HardwareVendor,HardwareModel,device_os
CP-CWB-W1182,Acer,Aspire A515-54,Windows
LOFT-M3694,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3694,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3694,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3746,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3746,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3746,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-JVL-W2028,LENOVO,82HB,Windows
LOFT-W6244,Dell Inc.,Latitude 3420,Windows
LOFT-M3519,Apple Inc.,"MacBookPro16,1",macOS
VISTA-W0002,Dell Inc.,Latitude 3420,Windows
LOFT-M3874,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3874,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3874,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
VISTA-W0059,Dell Inc.,Latitude 3410,Windows
LOFT-W6243,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1054,Acer,Aspire A515-54,Windows
loft_m1,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
loft_m1,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
loft_m1,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3182,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3182,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3182,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3097,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3097,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3097,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3661,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3661,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3661,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3713,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3713,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3713,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3189,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3189,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3189,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-W2332,Dell Inc.,Latitude 3410,Windows
LOFT-M3717,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3717,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3193,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3193,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3193,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-SPM-3543,Apple Inc.,"MacBookPro16,1",macOS
LOFT-SPM-3543,Apple Inc.,"MacBookPro16,1",macOS
LOFT-SPM-3543,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3711,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3711,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3711,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
CP-CWB-W2018,Acer,Aspire A515-54,Windows
LOFT-M3885,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3885,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3885,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3509,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3509,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3179,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3179,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3179,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M2990,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M2990,Apple Inc.,"MacBookPro16,1",macOS
CP-W2203,Dell Inc.,Latitude 3410,Windows
VISTA-W0013,Dell Inc.,Latitude 3420,Windows
VISTA-W0058,Dell Inc.,Latitude 3420,Windows
VISTA-W0085,Dell Inc.,Latitude 3420,Windows
VISTA-W0075,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1076,Acer,Aspire A515-54,Windows
CP-W2102,Dell Inc.,Latitude 3410,Windows
VISTA-W0029,Dell Inc.,Latitude 3410,Windows
CP-WSALALOFT,Dell Inc.,OptiPlex 3070,Windows
CP-CWB-W0984,Acer,Aspire A515-54,Windows
CP-CWB-W1118,Acer,Aspire A515-54,Windows
CP-CWB-W1306,Acer,Aspire A515-54,Windows
LOFT-M3655,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3655,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6318,Dell Inc.,Latitude 3420,Windows
LOFT-M3172,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3172,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3172,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6364,Dell Inc.,Latitude 3420,Windows
CP-CWB-M1970,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-M1970,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-M1971,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-M1971,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-W2123,Acer,Aspire A515-54,Windows
CP-CWB-M3709,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
CP-CWB-M3709,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
Suporte?s MacBook Pro,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
Suporte?s MacBook Pro,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
Loft-M3674,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3114,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3114,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3418,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3418,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3200,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3200,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-W6060,Dell Inc.,Latitude 3420,Windows
LOFT-W6548,Dell Inc.,Latitude 3420,Windows
CP-CWB-W1130,Acer,Aspire A515-54,Windows
LOFT-W3513,Dell Inc.,Latitude 3420,Windows
LOFT-M3438,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3438,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3438,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
CP-CWB-W1368,Acer,Aspire A515-54,Windows
LOFT-W6381,Dell Inc.,Latitude 3420,Windows
LOFT-W6049,Dell Inc.,Latitude 3420,Windows
LOFT-W6331,Dell Inc.,Latitude 3420,Windows
LOFT-W6102,Dell Inc.,Latitude 3420,Windows
LOFT-W6416,Dell Inc.,Latitude 3420,Windows
LOFT-W6507,Dell Inc.,Latitude 3420,Windows
LOFT-W6207,Dell Inc.,Latitude 3420,Windows
LOFT-W6478,Dell Inc.,Latitude 3420,Windows
LOFT-W6205,Dell Inc.,Latitude 3420,Windows
LOFT-W6506,Dell Inc.,Latitude 3420,Windows
LOFT-W6163,Dell Inc.,Latitude 3420,Windows
LOFT-W6444,Dell Inc.,Latitude 3420,Windows
LOFT-W6330,Dell Inc.,Latitude 3420,Windows
CP-CWB-W0866,LENOVO,82HB,Windows
LOFT-M3780,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3780,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-CWB-W2038,LENOVO,82CG,Windows
LOFT-M3856,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3856,Apple Inc.,"MacBookPro16,1",macOS
CP-CWB-W0930,Acer,Aspire A515-54,Windows
VISTA-W0082,Dell Inc.,Latitude 3410,Windows
LOFT-M2310,Apple Inc.,"MacBookPro15,4",macOS
LOFT-M3688,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3688,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3688,Apple Inc.,"MacBookPro16,1",macOS
CP-W3646,Dell Inc.,Latitude 3420,Windows
CP-W3648,Dell Inc.,Latitude 3420,Windows
CP-W2234,Dell Inc.,Latitude 3410,Windows
CP-W2197,Dell Inc.,Latitude 3410,Windows
CP-W2289,Dell Inc.,Latitude 3410,Windows
CP-CWB-M1371,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
CP-W2194,Dell Inc.,Latitude 3410,Windows
CP-W2184,Dell Inc.,Latitude 3410,Windows
CP-W2290,Dell Inc.,Latitude 3410,Windows
CP-W3648,Dell Inc.,Latitude 3420,Windows
LOFT-M0108,Apple Inc.,"MacBookPro15,1",macOS
LOFT-M0108,Apple Inc.,"MacBookPro15,1",macOS
CP-W2274,Dell Inc.,Latitude 3410,Windows
CP-W2288,Dell Inc.,Latitude 3410,Windows
LOFT-M3423,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3423,Apple Inc.,"MacBookPro16,1",macOS
CP-W2283,Dell Inc.,Latitude 3410,Windows
CP-CWB-W1034,Dell Inc.,Inspiron 5301,Windows
CP-W3165,Dell Inc.,Latitude 3420,Windows
CP-W3294,Dell Inc.,Latitude 3420,Windows
CP-W3392,Dell Inc.,Latitude 3420,Windows
CP-W2240,Dell Inc.,Latitude 3410,Windows
CP-W3334,Dell Inc.,Latitude 3420,Windows
LOFT-M3665,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3665,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3665,Apple Inc.,"MacBookPro16,1",macOS
CP-CWB-W2067,Dell Inc.,Inspiron 15 5510,Windows
LOFT-M3159,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
MacBook Pro de Joao,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3427,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3427,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3427,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6409,Dell Inc.,Latitude 3420,Windows
LOFT-W6145,Dell Inc.,Latitude 3420,Windows
LOFT-W6002,Dell Inc.,Latitude 3420,Windows
LOFT-W6311,Dell Inc.,Latitude 3420,Windows
LOFT-W6227,Dell Inc.,Latitude 3420,Windows
LOFT-W3413,Dell Inc.,Latitude 3420,Windows
LOFT-W6026,Dell Inc.,Latitude 3420,Windows
LOFT-SPW-2164,Dell Inc.,Latitude 3410,Windows
LOFT-M3793,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3793,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6310,Dell Inc.,Latitude 3420,Windows
LOFT-M3800,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3800,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3800,Apple Inc.,"MacBookPro16,1",macOS
LOFT-W6500,Dell Inc.,Latitude 3420,Windows
LOFT-M3082,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3175,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3175,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3175,Apple Inc.,"MacBook Pro (16-inch, 2021)",macOS
LOFT-M3452,Apple Inc.,"MacBookPro16,1",macOS
LOFT-M3883,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3883,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
LOFT-M3883,Apple Inc.,"MacBook Pro (13-inch, M1, 2020)",macOS
