ComputerName,user_state,HardwareVendor,HardwareModel,device_os,Device Group
CP-W3507,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3151,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3288,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3649,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3165,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3275,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2138,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6021,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3747,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-CWB-W,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W2218,SUSPENDED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W3001,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W2137,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3569,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3593,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3198,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3480,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2119,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W2142,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3616,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W2252,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2246,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3187,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3110,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W2658,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W6025,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W6025,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W6025,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3475,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2329,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3477,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3616,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3690,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3327,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3446,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3038,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W3374,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3072,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3312,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3702,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3093,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3559,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3248,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3387,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3227,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3194,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3194,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2333,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3300,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3054,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3082,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3191,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3089,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3051,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3101,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6132,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3464,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W2677,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W3695,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3533,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3476,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3525,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3642,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3127,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3219,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3016,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W3497,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3028,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W3279,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2068,SUSPENDED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
CP-W0240,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W0275,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W0307,ACTIVATED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
CP-W0362,SUSPENDED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
CP-W2104,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W0268,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
LOFT-W3390,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W2187,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W0170,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W0264,,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W0191,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
LOFT-W2189,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-CWB-W1358,ACTIVATED,Dell Inc.,Inspiron 13 5320,Windows,GRP-BR-Windows-Dell
LOFT-W2500,,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W3590,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-CWB-W0667,,Dell Inc.,OptiPlex 3070,Windows,GRP-BR-Windows-Dell
LOFT-W3737,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W2239,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-CWB-W1260,ACTIVATED,Dell Inc.,Inspiron 15 5510,Windows,GRP-BR-Windows-Dell
CP-CWB-W1248,ACTIVATED,Dell Inc.,Inspiron 15 5510,Windows,GRP-BR-Windows-Dell
CP-CWB-W0616,SUSPENDED,Dell Inc.,XPS 13 9300,Windows,GRP-BR-Windows-Dell
CP-W3180,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-JVL-W2162,ACTIVATED,Dell Inc.,Inspiron 15 5510,Windows,GRP-BR-Windows-Dell
LOFT-W3005,SUSPENDED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W2334,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W2213,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6237,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3460,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6032,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6585,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6272,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6347,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6062,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-L3641,ACTIVATED,Dell Inc.,Latitude 3420,Ubuntu,GRP-BR-Windows-Dell
LOFT-W6367,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6361,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6051,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6008,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6027,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6306,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6304,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6143,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6575,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6552,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6551,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3465,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6558,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6185,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6076,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-SPW-3309,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6324,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6219,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6107,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6137,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6582,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6401,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6109,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6573,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W0659,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W0267,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W0927,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
LOFT-W0731,SUSPENDED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
CP-W0262,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W0863,ACTIVATED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
CP-W3950,ACTIVATED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
CP-W0350,ACTIVATED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
CP-W2070,ACTIVATED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
LOFT-W2069,ACTIVATED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
MININT-G6SKR7Q,,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
LOFT-W0440,,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
LOFT-W0934,,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
LOFT-W0259,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
LOFT-W0727,ACTIVATED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
CP-W0460,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W0655,,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W0674,SUSPENDED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W0273,,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
LOFT-W6275,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W0289,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W0497,,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W0466,SUSPENDED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
LOFT-W6404,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6130,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6019,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT_W3346,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6391,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6527,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2207,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W2105,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6382,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFTW-6430,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFTW-6300,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6239,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6373,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3029-2,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3177,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3036,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3453,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3984,ACTIVATED,Dell Inc.,Latitude 3420,Ubuntu,GRP-BR-Windows-Dell
LOFT-W3984,ACTIVATED,Dell Inc.,Latitude 3420,Ubuntu,GRP-BR-Windows-Dell
LOFT-W6521,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6354,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3853,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3853,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3291,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6378,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6536,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6222,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6535,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6323,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6341,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6340,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2143,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6077,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3043,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6084,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3029,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6524,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6525,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6141,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6042,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6576,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
VISTA-W0110,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-CWB-W2134,,Dell Inc.,Inspiron 15 5510,Windows,GRP-BR-Windows-Dell
LOFT-W6210,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6476,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W0470,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
LOFT-W6041,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3154,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3289,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3184,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2111,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6238,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6343,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6006,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6200,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6307,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6337,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6376,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6534,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3506,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3002,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3254,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2178,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6061,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6056,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6248,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3509,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6419,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6543,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6529,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6515,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6179,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6224,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6386,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6184,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6232,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6302,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6398,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6298,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6099,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6249,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6380,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6225,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6055,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2206,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3285,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3299,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3286,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6445,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6266,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W2124,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6235,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6377,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6023,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W3215,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6093,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6456,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6477,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6462,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6070,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6441,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6474,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6353,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6069,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6481,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W3020,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
CP-W3023,ACTIVATED,Dell Inc.,Latitude 3410,Windows,GRP-BR-Windows-Dell
LOFT-W6463,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6500,SUSPENDED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6413,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6352,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6171,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6168,,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6153,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6336,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6489,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6496,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6192,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
CP-W0894,SUSPENDED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
CP-W0878,ACTIVATED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
CP-W0687,ACTIVATED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W0675,SUSPENDED,Dell Inc.,Latitude 3490,Windows,GRP-BR-Windows-Dell
CP-W2650,ACTIVATED,Dell Inc.,Latitude 3400,Windows,GRP-BR-Windows-Dell
CP-W3076,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
LOFT-W6424,ACTIVATED,Dell Inc.,Latitude 3420,Windows,GRP-BR-Windows-Dell
